ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_kg,Arrived_on_Time,Weight_Category
436,B,Ship,3,1,112,2,high,M,22,1.8,1,Light
437,C,Ship,5,4,222,3,low,F,20,3.6,1,Medium
438,F,Ship,5,2,186,3,medium,F,15,2.2,1,Medium
439,D,Ship,3,5,241,3,medium,M,48,2.8,1,Medium
440,F,Ship,3,3,172,3,low,F,58,1.3,1,Light
441,A,Ship,3,5,251,2,high,M,23,2.4,1,Medium
442,B,Ship,5,3,190,3,high,M,45,2.6,1,Medium
443,C,Ship,4,3,186,2,medium,F,48,2.8,1,Medium
444,F,Ship,4,4,207,2,medium,M,35,2.6,1,Medium
445,D,Ship,3,3,135,3,low,F,19,1.4,1,Light
446,F,Ship,4,4,189,2,medium,F,18,3,1,Medium
447,A,Ship,4,4,173,5,medium,F,51,1.7,1,Light
448,B,Ship,3,4,194,3,medium,M,3,2.2,1,Medium
449,C,Ship,3,1,183,3,low,M,19,3,1,Medium
450,F,Ship,4,3,140,2,low,F,22,1.2,1,Light
451,D,Ship,4,4,244,3,medium,F,55,2.8,1,Medium
452,F,Ship,2,3,189,4,low,M,34,3.4,1,Medium
453,A,Ship,3,2,157,2,medium,M,53,1.4,1,Light
454,B,Ship,4,1,275,10,medium,F,23,2.7,1,Medium
455,C,Ship,4,5,133,3,low,F,53,1.5,1,Light
456,F,Ship,4,1,149,3,medium,M,54,1.2,1,Light
457,D,Ship,3,3,254,2,high,M,17,3.2,1,Medium
458,F,Ship,3,4,145,8,low,F,15,1.4,1,Light
459,A,Ship,3,2,179,5,low,F,52,2,1,Medium
460,B,Ship,5,2,168,3,low,M,26,1.5,1,Light
461,C,Ship,4,1,202,3,medium,F,18,3.9,1,Medium
462,F,Ship,3,4,220,7,low,M,43,2.6,1,Medium
463,D,Ship,3,4,244,8,low,M,1,2.7,1,Medium
464,F,Ship,4,2,186,7,medium,F,40,3.1,1,Medium
465,A,Ship,5,2,263,8,medium,M,24,3.1,1,Medium
466,B,Ship,3,2,294,4,low,F,15,1.3,1,Light
467,C,Ship,3,5,226,2,medium,F,2,1,1,Light
468,F,Ship,4,4,173,5,medium,F,2,1.2,1,Light
469,D,Ship,3,5,194,3,medium,F,10,2.3,1,Medium
470,F,Ship,3,5,183,3,low,F,2,3.5,1,Medium
471,A,Ship,4,1,140,2,low,M,61,1.8,1,Light
472,B,Ship,4,3,244,3,medium,M,8,3.3,1,Medium
473,C,Ship,2,2,189,4,low,M,9,3.4,1,Medium
474,F,Ship,3,1,157,2,medium,F,39,1.5,1,Light
475,D,Ship,4,3,275,10,medium,M,10,2.1,1,Medium
476,F,Ship,4,5,133,3,low,M,59,1.1,1,Light
477,A,Ship,4,2,149,3,medium,M,26,1.9,1,Light
478,B,Ship,3,4,254,2,high,F,41,4,1,Heavy
479,C,Ship,3,4,145,8,low,F,24,1.6,1,Light
480,F,Ship,3,5,179,5,low,M,56,1.1,1,Light
481,D,Ship,5,4,168,3,low,F,13,1.3,1,Light
482,F,Ship,4,5,202,3,medium,F,46,3.2,1,Medium
483,A,Ship,3,3,220,7,low,M,25,2.1,1,Medium
484,B,Ship,3,2,244,8,low,F,50,3.6,1,Medium
485,C,Ship,4,3,186,7,medium,F,30,2.1,1,Medium
486,F,Ship,5,5,263,8,medium,F,9,2.2,1,Medium
487,D,Ship,3,1,294,4,low,F,25,1.5,1,Light
488,F,Ship,4,1,139,3,low,F,56,1.8,1,Light
489,A,Ship,7,5,192,3,low,M,46,1.6,1,Light
490,B,Ship,3,3,235,3,low,M,5,3.1,1,Medium
491,C,Ship,2,1,176,3,low,F,15,2,1,Medium
492,F,Ship,5,4,224,3,low,F,34,2.6,1,Medium
493,D,Ship,3,4,128,3,medium,F,51,1.5,1,Light
494,F,Ship,5,4,226,5,low,M,47,2.2,1,Medium
495,A,Ship,5,1,160,5,medium,F,16,1.5,1,Light
496,B,Ship,3,1,197,5,low,M,45,2.2,1,Medium
497,C,Ship,4,2,216,3,low,F,12,2.3,1,Medium
498,F,Ship,4,4,199,2,low,M,9,3.1,1,Medium
499,D,Ship,5,5,271,2,low,M,27,4,1,Heavy
500,F,Ship,5,1,201,3,low,F,47,2.7,1,Medium
501,A,Ship,3,4,212,2,low,M,33,2,1,Medium
502,B,Ship,3,2,177,3,low,M,10,1.6,1,Light
503,C,Ship,3,4,191,4,medium,F,43,2.9,1,Medium
504,F,Ship,3,2,174,3,low,M,30,2,1,Medium
505,D,Ship,5,3,162,2,low,F,14,1,1,Light
506,F,Ship,3,1,219,2,low,F,39,2.7,1,Medium
507,A,Ship,4,4,155,3,medium,F,35,1.4,1,Light
508,B,Ship,5,3,230,3,medium,F,3,2.9,1,Medium
509,C,Ship,4,5,192,2,medium,F,36,2.5,1,Medium
510,F,Ship,5,2,235,3,low,M,14,3,1,Medium
511,D,Ship,3,2,200,3,low,M,46,3.6,1,Medium
512,F,Ship,5,2,172,3,medium,M,65,1.7,1,Light
513,A,Ship,5,4,160,4,low,F,6,1.6,1,Light
514,B,Ship,5,3,250,5,low,M,12,2.7,1,Medium
515,C,Ship,4,2,174,3,low,M,9,1.7,1,Light
516,F,Ship,3,2,204,3,high,F,54,3.6,1,Medium
517,D,Ship,3,5,274,3,medium,F,51,3.5,1,Medium
518,F,Ship,5,5,262,2,medium,F,62,3.7,1,Medium
519,A,Ship,4,5,138,3,medium,M,23,1.8,1,Light
520,B,Ship,3,1,215,3,medium,F,2,3.9,1,Medium
521,C,Ship,3,1,145,2,low,F,34,1.8,1,Light
522,F,Road,4,5,149,2,medium,M,56,1.1,1,Light
523,D,Road,6,5,212,2,medium,M,38,2.4,1,Medium
524,F,Road,3,1,155,3,medium,F,47,1.2,1,Light
525,A,Road,5,2,154,3,low,M,40,1.2,1,Light
526,B,Road,3,3,249,3,medium,M,51,2.2,1,Medium
527,C,Road,5,1,206,2,low,M,2,3.5,1,Medium
528,F,Road,4,5,235,3,medium,F,22,2,1,Medium
529,D,Road,5,5,261,3,medium,F,8,3.3,1,Medium
530,F,Road,6,1,243,4,high,F,22,3.5,1,Medium
531,A,Road,3,2,237,2,high,M,26,3.1,1,Medium
532,B,Road,2,4,179,2,low,F,19,1.9,1,Light
533,C,Road,4,3,192,3,low,F,43,3.5,1,Medium
534,F,Road,3,1,141,3,medium,F,39,1.8,1,Light
535,D,Road,3,2,245,3,low,F,61,2.2,1,Medium
536,F,Road,4,4,177,4,medium,F,32,1.8,1,Light
537,A,Road,2,3,154,4,high,F,17,1.9,1,Light
538,B,Road,4,4,228,3,medium,F,12,3.4,1,Medium
539,C,Road,3,3,207,6,high,F,24,3.7,1,Medium
540,F,Road,4,4,266,4,medium,F,33,2.7,1,Medium
541,D,Road,3,3,172,3,medium,F,42,1.7,1,Light
542,F,Road,4,3,142,3,low,F,35,1.5,1,Light
543,A,Road,4,5,218,3,low,F,40,3.2,1,Medium
544,B,Flight,3,3,231,2,low,M,46,3,1,Medium
545,C,Flight,4,2,180,3,low,F,47,1.4,1,Light
546,F,Flight,3,1,168,3,low,M,46,1.9,1,Light
547,D,Flight,5,5,147,4,high,F,42,1.6,1,Light
548,F,Flight,5,4,245,5,low,M,6,3.6,1,Medium
549,A,Flight,2,4,182,3,medium,M,47,3.8,1,Medium
550,B,Flight,3,4,176,3,medium,F,8,1.6,1,Light
551,C,Flight,5,3,197,4,medium,F,51,2.9,1,Medium
552,F,Flight,3,5,233,3,medium,M,52,3.5,1,Medium
553,D,Flight,3,4,156,2,low,M,8,1.1,1,Light
554,F,Flight,2,3,257,4,medium,F,52,2.1,1,Medium
555,A,Flight,5,4,250,3,low,F,11,3.4,1,Medium
556,B,Flight,5,4,189,5,low,M,3,3.3,1,Medium
557,C,Flight,3,3,255,2,high,M,7,3.3,1,Medium
558,F,Flight,2,3,198,2,medium,M,28,3.5,1,Medium
559,D,Flight,4,2,164,3,medium,M,15,1.5,1,Light
560,F,Flight,5,2,271,3,medium,M,32,3.8,1,Medium
561,A,Flight,3,1,185,2,medium,F,34,3.3,1,Medium
562,B,Flight,2,5,157,6,high,F,17,1.8,1,Light
563,C,Flight,3,2,137,2,medium,M,17,1.7,1,Light
564,F,Flight,3,3,229,3,low,M,14,2.2,1,Medium
565,D,Flight,3,3,234,2,medium,F,39,2.4,1,Medium
566,F,Ship,4,3,216,2,low,M,52,3.6,1,Medium
567,A,Ship,3,1,163,4,low,F,20,1.9,1,Light
568,B,Ship,5,2,268,3,low,M,19,2.5,1,Medium
569,C,Ship,3,3,205,5,medium,M,35,3,1,Medium
570,F,Ship,4,5,265,2,medium,F,18,3,1,Medium
571,D,Ship,2,2,236,3,medium,M,3,3.4,1,Medium
572,F,Ship,4,1,132,3,low,M,63,1.9,1,Light
573,A,Ship,3,4,234,2,medium,M,46,3.1,1,Medium
574,B,Ship,4,3,108,6,low,F,22,1.7,1,Light
575,C,Ship,4,2,276,2,low,M,54,3.7,1,Medium
576,F,Ship,4,2,179,4,low,M,1,1.1,1,Light
577,D,Ship,4,1,230,3,medium,M,40,2.2,1,Medium
578,F,Ship,3,2,210,3,medium,F,43,2.1,1,Medium
579,A,Ship,3,2,173,3,low,F,15,2,1,Medium
580,B,Ship,2,5,201,3,medium,F,29,3.9,1,Medium
581,C,Ship,3,3,214,2,low,M,21,3.3,1,Medium
582,F,Ship,4,2,216,2,medium,F,22,3,1,Medium
583,D,Ship,2,5,144,3,medium,M,61,1.3,1,Light
584,F,Ship,5,5,182,3,medium,F,27,3,1,Medium
585,A,Ship,3,3,163,2,medium,F,48,1.4,1,Light
586,B,Ship,3,3,234,3,medium,F,8,2.3,1,Medium
587,C,Ship,3,2,158,3,high,F,59,1.3,1,Light
588,F,Ship,3,5,194,2,medium,M,4,3.5,1,Medium
589,D,Ship,3,1,201,6,medium,F,3,2.5,1,Medium
590,F,Ship,3,2,178,2,medium,F,59,1.9,1,Light
591,A,Ship,4,1,214,5,medium,M,51,2.7,1,Medium
592,B,Ship,3,3,281,2,medium,M,55,3,1,Medium
593,C,Ship,3,2,260,3,medium,F,2,2.2,1,Medium
594,F,Ship,3,2,200,2,medium,F,46,3.2,1,Medium
595,D,Ship,5,3,209,2,high,F,49,2.6,1,Medium
596,F,Ship,3,1,185,3,low,M,61,3.3,1,Medium
597,A,Ship,4,3,230,3,low,F,62,2.2,1,Medium
598,B,Ship,3,4,134,3,medium,F,31,1.5,1,Light
599,C,Ship,4,5,270,2,low,F,34,2.8,1,Medium
600,F,Ship,4,1,140,3,medium,F,1,1.5,1,Light
601,D,Ship,6,3,133,5,medium,M,32,1.4,1,Light
602,F,Ship,3,4,145,3,medium,M,44,1.2,1,Light
603,A,Ship,4,3,206,3,medium,M,58,2.1,1,Medium
604,B,Ship,3,1,162,2,low,F,52,1.1,1,Light
605,C,Ship,4,3,187,2,low,F,58,3.7,1,Medium
606,F,Ship,4,4,166,5,low,F,54,1.2,1,Light
607,D,Ship,4,5,178,3,low,F,48,1.8,1,Light
608,F,Ship,3,1,167,2,high,F,34,2,1,Medium
609,A,Ship,4,4,224,3,high,M,60,3.1,1,Medium
610,B,Ship,4,4,158,3,medium,M,11,1.2,1,Light
611,C,Ship,3,4,134,2,medium,M,43,1.2,1,Light
612,F,Ship,4,2,147,2,medium,F,20,1.4,1,Light
613,D,Ship,4,3,187,3,low,M,61,2.2,1,Medium
614,F,Ship,4,5,247,2,medium,F,18,2.4,1,Medium
615,A,Ship,5,4,182,4,high,M,20,2.2,1,Medium
616,B,Ship,4,1,177,4,medium,F,33,1,1,Light
617,C,Ship,5,5,143,2,high,F,18,1.1,1,Light
618,F,Ship,5,3,245,2,medium,F,8,3.2,1,Medium
619,D,Ship,4,1,133,4,medium,M,64,1.8,1,Light
620,F,Ship,3,5,224,2,low,M,13,3.9,1,Medium
621,A,Ship,2,5,265,2,low,F,50,3.9,1,Medium
622,B,Ship,4,1,138,2,low,M,28,1.5,1,Light
623,C,Ship,3,4,253,3,low,M,6,3.8,1,Medium
624,F,Ship,4,1,165,3,medium,M,51,1.3,1,Light
625,D,Ship,4,3,265,3,low,F,65,3.6,1,Medium
626,F,Ship,3,2,238,3,high,F,54,3.1,1,Medium
627,A,Ship,5,2,236,3,low,F,51,3.4,1,Medium
628,B,Ship,4,2,190,5,high,F,38,3,1,Medium
629,C,Ship,6,1,104,4,medium,F,23,1.4,1,Light
630,F,Ship,4,5,245,2,low,F,19,2.6,1,Medium
631,D,Ship,3,1,155,3,medium,F,27,1,1,Light
632,F,Ship,3,2,233,3,low,M,63,2.1,1,Medium
633,A,Ship,4,3,171,4,low,F,55,1.5,1,Light
634,B,Ship,2,3,164,2,low,M,56,1.5,1,Light
635,C,Ship,3,1,141,3,low,M,6,1.4,1,Light
636,F,Ship,5,3,266,2,low,F,61,2.1,1,Medium
637,D,Ship,3,4,192,2,low,F,56,3.8,1,Medium
638,F,Ship,3,3,229,6,medium,F,61,2.3,1,Medium
639,A,Ship,6,2,269,4,medium,M,38,3.2,1,Medium
640,B,Ship,3,4,247,4,low,M,59,2.9,1,Medium
641,C,Ship,4,4,157,2,low,F,2,1.1,1,Light
642,F,Ship,3,2,148,3,medium,F,64,1.3,1,Light
643,D,Ship,4,1,240,2,low,M,14,2.4,1,Medium
644,F,Ship,4,3,197,4,medium,M,58,3.6,1,Medium
645,A,Ship,6,4,121,5,low,M,23,1.7,1,Light
646,B,Ship,4,2,124,3,high,M,60,1.1,1,Light
647,C,Ship,4,2,153,3,medium,F,53,1.2,1,Light
648,F,Ship,5,2,105,4,high,M,1,1.6,1,Light
649,D,Ship,4,3,202,3,medium,M,2,4,1,Heavy
650,F,Ship,5,4,162,2,low,F,54,1.6,1,Light
651,A,Ship,3,4,164,3,medium,M,13,1.2,1,Light
652,B,Ship,3,2,231,4,medium,M,48,3.4,1,Medium
653,C,Ship,5,2,209,4,medium,F,12,2.9,1,Medium
654,F,Ship,3,1,157,2,high,M,19,1.9,1,Light
655,D,Ship,4,5,249,2,low,M,4,2.7,1,Medium
656,F,Ship,2,3,264,2,low,F,63,2.9,1,Medium
657,A,Ship,3,1,111,4,low,M,61,1.8,1,Light
658,B,Ship,3,1,242,3,medium,F,10,3.6,1,Medium
659,C,Road,4,4,169,3,low,M,23,1.1,1,Light
660,F,Road,5,3,138,2,low,M,13,1.1,1,Light
661,D,Road,5,1,158,3,low,M,9,1.5,1,Light
662,F,Road,5,3,146,4,low,M,5,1.7,1,Light
663,A,Road,4,4,218,5,medium,F,36,3,1,Medium
664,B,Road,3,2,178,2,medium,F,22,1.2,1,Light
665,C,Road,4,5,197,3,low,F,34,3.8,1,Medium
666,F,Road,3,3,243,2,medium,M,17,3.2,1,Medium
667,D,Road,5,2,254,4,high,M,37,2.6,1,Medium
668,F,Road,3,1,237,4,low,M,33,2.8,1,Medium
669,A,Road,5,1,179,3,low,F,62,1.9,1,Light
670,B,Road,3,2,189,3,medium,M,38,2.1,1,Medium
671,C,Road,4,3,244,3,medium,M,1,4,1,Heavy
672,F,Road,3,3,266,2,medium,M,46,3.6,1,Medium
673,D,Road,5,4,263,3,high,M,10,2.5,1,Medium
674,F,Road,3,2,247,2,medium,M,39,3.2,1,Medium
675,A,Road,4,5,202,3,low,F,6,2.6,1,Medium
676,B,Road,4,4,227,3,medium,F,1,2.8,1,Medium
677,C,Road,4,5,189,2,low,F,15,2.5,1,Medium
678,F,Road,6,4,160,2,low,F,31,1.7,1,Light
679,D,Road,3,3,117,3,medium,M,56,1.6,1,Light
680,F,Road,3,1,202,2,high,M,52,2.3,1,Medium
681,A,Flight,4,3,201,3,medium,F,54,2.5,1,Medium
682,B,Flight,3,4,273,2,medium,F,39,2.7,1,Medium
683,C,Flight,4,4,143,2,medium,M,58,1,1,Light
684,F,Flight,4,5,137,4,high,M,29,1.3,1,Light
685,D,Flight,5,5,236,3,high,M,34,3.5,1,Medium
686,F,Flight,4,2,241,2,low,M,17,3.8,1,Medium
687,A,Flight,4,2,187,2,low,F,6,3.6,1,Medium
688,B,Flight,4,5,273,2,high,M,63,3.5,1,Medium
689,C,Flight,5,2,170,3,low,M,15,1.3,1,Light
690,F,Flight,3,5,138,3,low,F,37,1.3,1,Light
691,D,Flight,5,4,150,2,low,M,60,1,1,Light
692,F,Flight,5,5,140,3,high,F,42,1.4,1,Light
693,A,Flight,4,1,250,2,low,M,17,3.5,1,Medium
694,B,Flight,3,3,207,7,medium,M,19,2.2,1,Medium
695,C,Flight,4,4,214,3,low,M,36,2.7,1,Medium
696,F,Flight,4,1,179,3,low,M,63,1.2,1,Light
697,D,Flight,5,1,149,4,medium,F,20,1.1,1,Light
698,F,Flight,3,5,151,2,low,F,16,1.4,1,Light
699,A,Flight,4,3,264,3,medium,M,23,2.4,1,Medium
700,B,Flight,6,5,113,3,high,M,31,1,1,Light
701,C,Flight,6,1,281,3,medium,F,36,2.5,1,Medium
702,F,Flight,4,2,197,7,medium,M,43,3.7,1,Medium
703,D,Ship,3,4,265,8,low,F,35,3.3,1,Medium
704,F,Ship,4,2,259,3,low,F,47,3.8,1,Medium
705,A,Ship,5,1,200,8,low,F,18,3.8,1,Medium
706,B,Ship,2,4,111,2,high,M,60,1.8,1,Light
707,C,Ship,3,5,223,3,medium,M,53,3.7,1,Medium
708,F,Ship,3,3,241,3,low,M,5,2.7,1,Medium
709,D,Ship,4,1,139,3,low,F,25,1.2,1,Light
710,F,Ship,7,1,192,3,low,M,38,1.4,1,Light
711,A,Ship,3,4,117,3,medium,M,23,1.5,1,Light
712,B,Ship,3,1,202,2,high,F,21,3.1,1,Medium
713,C,Ship,4,2,201,3,medium,F,39,2.1,1,Medium
714,F,Ship,3,3,273,2,medium,F,16,2.5,1,Medium
715,D,Ship,4,3,143,2,medium,F,64,1.9,1,Light
716,F,Ship,4,1,137,4,high,M,15,1.4,1,Light
717,A,Ship,5,3,236,3,high,F,47,3.5,1,Medium
718,B,Ship,4,1,241,2,low,F,39,2.9,1,Medium
719,C,Ship,4,5,187,2,low,M,44,3.2,1,Medium
720,F,Ship,4,3,273,2,high,M,43,3.5,1,Medium
721,D,Ship,5,3,170,3,low,F,12,1,1,Light
722,F,Ship,3,4,138,3,low,F,54,1.6,1,Light
723,A,Ship,5,3,150,2,low,M,2,1.7,1,Light
724,B,Ship,5,4,140,3,high,F,56,1.3,1,Light
725,C,Ship,4,3,250,2,low,F,46,2.9,1,Medium
726,F,Ship,3,4,207,7,medium,F,46,2.7,1,Medium
727,D,Ship,4,2,214,3,low,F,18,2.6,1,Medium
728,F,Ship,4,3,179,3,low,M,45,1.9,1,Light
729,A,Ship,5,2,149,4,medium,M,48,1.1,1,Light
730,B,Ship,3,1,151,2,low,F,4,1.7,1,Light
731,C,Ship,4,5,264,3,medium,M,16,2.2,1,Medium
732,F,Ship,6,5,113,3,high,F,35,1.4,1,Light
733,D,Ship,6,3,281,3,medium,M,11,2.1,1,Medium
734,F,Ship,4,4,197,7,medium,F,22,2.1,1,Medium
735,A,Ship,3,4,265,8,low,M,2,3.6,1,Medium
736,B,Ship,4,1,259,3,low,M,39,2.4,1,Medium
737,C,Ship,5,3,200,8,low,F,9,2.7,1,Medium
738,F,Ship,2,1,111,2,high,F,10,1.9,1,Light
739,D,Ship,3,2,223,3,medium,F,6,2.1,1,Medium
740,F,Ship,3,2,241,3,low,M,22,3,1,Medium
741,A,Ship,4,5,139,3,low,F,65,1.3,1,Light
742,B,Ship,7,4,192,3,low,F,33,1.7,1,Light
743,C,Ship,3,5,180,4,medium,F,59,1.5,1,Light
744,F,Ship,3,3,153,5,low,M,35,1.1,1,Light
745,D,Ship,2,4,280,4,low,M,48,1.5,1,Light
746,F,Ship,7,5,243,5,medium,M,28,1.1,1,Light
747,A,Ship,3,4,214,2,low,M,50,3.9,1,Medium
748,B,Ship,4,4,177,2,low,M,6,1.1,1,Light
749,C,Ship,3,2,182,3,medium,F,39,3.8,1,Medium
750,F,Ship,4,5,185,3,medium,M,17,2.8,1,Medium
751,D,Ship,3,3,143,3,medium,M,23,1.3,1,Light
752,F,Ship,3,3,162,3,medium,M,7,1.9,1,Light
753,A,Ship,3,1,171,2,low,M,34,2,1,Medium
754,B,Ship,5,1,227,3,low,F,14,2.6,1,Medium
755,C,Ship,3,5,205,6,low,F,25,2.2,1,Medium
756,F,Ship,3,5,258,3,low,M,17,3,1,Medium
757,D,Ship,4,5,195,5,medium,F,10,3.5,1,Medium
758,F,Ship,4,1,224,2,low,M,8,3.6,1,Medium
759,A,Ship,2,5,192,6,low,F,41,2.7,1,Medium
760,B,Ship,3,3,202,3,medium,F,35,4,1,Heavy
761,C,Ship,5,3,235,2,medium,F,12,3.4,1,Medium
762,F,Ship,3,4,218,3,low,M,22,3.8,1,Medium
763,D,Ship,6,5,176,4,medium,M,31,1.3,1,Light
764,F,Ship,3,3,221,2,medium,F,26,3.1,1,Medium
765,A,Ship,3,4,157,3,low,F,32,1.4,1,Light
766,B,Ship,4,2,259,4,low,F,13,2.5,1,Medium
767,C,Ship,2,1,249,3,low,M,11,2.5,1,Medium
768,F,Ship,4,1,263,5,low,F,62,2.3,1,Medium
769,D,Ship,4,3,141,3,low,F,2,1.9,1,Light
770,F,Ship,4,1,114,3,medium,F,9,1.2,1,Light
771,A,Ship,3,4,179,4,low,F,44,1,1,Light
772,B,Ship,4,3,179,3,medium,M,40,1.6,1,Light
773,C,Ship,3,5,193,3,low,F,47,3.5,1,Medium
774,F,Ship,3,2,137,3,medium,F,23,1.2,1,Light
775,D,Ship,3,5,110,3,low,M,55,1.9,1,Light
776,F,Ship,3,1,270,3,medium,F,61,3.6,1,Medium
777,A,Ship,5,1,175,3,medium,F,64,1.1,1,Light
778,B,Ship,5,1,234,2,low,M,12,2.4,1,Medium
779,C,Ship,2,4,177,3,medium,M,48,1.1,1,Light
780,F,Ship,3,4,153,2,low,F,24,1.4,1,Light
781,D,Ship,4,5,252,3,low,M,16,2.3,1,Medium
782,F,Ship,2,4,122,2,low,F,32,1.2,1,Light
783,A,Ship,4,5,215,2,medium,F,34,2.3,1,Medium
784,B,Ship,3,3,140,4,low,F,47,1.2,1,Light
785,C,Ship,3,1,209,2,low,M,43,2.2,1,Medium
786,F,Ship,2,3,144,3,high,M,40,1.5,1,Light
787,D,Ship,4,2,210,3,low,M,16,2,1,Medium
788,F,Ship,5,1,160,3,medium,F,22,1.7,1,Light
789,A,Ship,5,4,134,2,low,F,20,1.5,1,Light
790,B,Ship,3,2,138,3,medium,F,34,1.2,1,Light
791,C,Ship,4,3,200,2,medium,M,65,3.5,1,Medium
792,F,Ship,5,4,133,2,medium,M,30,1.2,1,Light
793,D,Ship,2,4,121,5,low,M,32,1.8,1,Light
794,F,Ship,4,3,257,3,medium,M,5,2.5,1,Medium
795,A,Ship,4,5,255,4,low,M,14,3.1,1,Medium
796,B,Road,4,1,158,3,low,F,32,1.1,1,Light
797,C,Road,4,4,248,4,low,F,49,2.3,1,Medium
798,F,Road,2,3,194,4,medium,M,65,3.8,1,Medium
799,D,Road,4,3,184,3,medium,F,19,2.8,1,Medium
800,F,Road,5,5,249,4,medium,F,38,2.8,1,Medium
801,A,Road,5,5,170,2,medium,F,36,1.3,1,Light
802,B,Road,3,4,261,2,medium,F,1,3.4,1,Medium
803,C,Road,3,2,262,2,low,F,26,2.4,1,Medium
804,F,Road,4,4,224,3,medium,M,9,3,1,Medium
805,D,Road,3,4,130,2,medium,F,42,1.2,1,Light
806,F,Road,4,1,133,3,low,M,57,1.4,1,Light
807,A,Road,3,1,145,4,low,F,58,1.8,1,Light
808,B,Road,2,4,136,6,low,F,53,1.2,1,Light
809,C,Road,4,5,163,5,low,M,24,1.7,1,Light
810,F,Road,3,3,183,3,low,F,45,2.2,1,Medium
811,D,Road,5,3,216,3,medium,F,1,2.4,1,Medium
812,F,Road,4,1,182,3,medium,M,28,2,1,Medium
813,A,Road,4,5,191,3,low,F,19,2.4,1,Medium
814,B,Road,3,2,140,2,high,F,7,1.4,1,Light
815,C,Road,4,4,161,3,high,F,59,1.2,1,Light
816,F,Road,4,2,200,4,low,M,43,2.7,1,Medium
817,D,Road,4,1,176,3,medium,F,36,1.9,1,Light
818,F,Flight,5,2,247,3,low,M,32,3.6,1,Medium
819,A,Flight,3,4,262,2,low,M,15,3.3,1,Medium
820,B,Flight,4,5,154,2,low,F,49,1.5,1,Light
821,C,Flight,3,1,186,3,medium,F,11,3.8,1,Medium
822,F,Flight,2,1,98,3,low,F,29,1.8,1,Light
823,D,Flight,3,3,268,3,low,F,33,3.9,1,Medium
824,F,Flight,5,3,178,2,medium,F,60,1.8,1,Light
825,A,Flight,3,1,142,2,high,M,18,1.4,1,Light
826,B,Flight,4,5,160,3,low,M,33,1.8,1,Light
827,C,Flight,5,2,232,2,medium,M,24,2.2,1,Medium
828,F,Flight,4,2,209,2,low,F,23,2.5,1,Medium
829,D,Flight,4,2,230,3,medium,M,33,3.6,1,Medium
830,F,Flight,5,4,223,3,low,F,40,2.1,1,Medium
831,A,Flight,4,4,201,3,high,F,7,2.6,1,Medium
832,B,Flight,3,5,224,3,medium,F,20,2.9,1,Medium
833,C,Flight,2,3,251,3,low,F,2,3.4,1,Medium
834,F,Flight,3,4,145,6,medium,M,57,1.9,1,Light
835,D,Flight,5,4,271,3,medium,F,16,2.6,1,Medium
836,F,Flight,3,5,218,4,medium,M,60,3,1,Medium
837,A,Flight,3,4,229,2,low,M,51,2.6,1,Medium
838,B,Flight,5,2,278,2,low,F,17,2.5,1,Medium
839,C,Flight,2,4,168,3,low,F,15,1.9,1,Light
840,F,Ship,5,2,151,6,medium,M,12,1.9,1,Light
841,D,Ship,3,1,232,3,low,M,9,3,1,Medium
842,F,Ship,3,2,140,2,low,F,16,1.7,1,Light
843,A,Ship,4,2,141,3,low,M,34,1.6,1,Light
844,B,Ship,5,4,182,5,medium,F,23,3.4,1,Medium
845,C,Ship,4,2,139,5,low,F,52,2,1,Medium
846,F,Ship,5,2,145,5,medium,F,22,1.8,1,Light
847,D,Ship,4,4,140,3,medium,M,11,1.9,1,Light
848,F,Ship,3,4,267,3,medium,F,62,3.6,1,Medium
849,A,Ship,3,1,191,3,high,F,60,2.1,1,Medium
850,B,Ship,4,2,133,4,medium,F,52,1.4,1,Light
851,C,Ship,4,2,170,2,low,F,1,1.4,1,Light
852,F,Ship,4,5,170,2,low,F,57,1.5,1,Light
853,D,Ship,3,2,149,4,medium,F,21,1.6,1,Light
854,F,Ship,5,4,279,2,medium,F,1,3.9,1,Medium
855,A,Ship,4,3,121,2,medium,M,11,1.9,1,Light
856,B,Ship,3,2,139,2,low,M,63,1.8,1,Light
857,C,Ship,3,4,265,2,high,F,64,2.5,1,Medium
858,F,Ship,5,2,239,5,medium,M,24,2.5,1,Medium
859,D,Ship,4,3,119,5,medium,M,5,1.8,1,Light
860,F,Ship,4,1,265,4,low,F,30,3.9,1,Medium
861,A,Ship,5,3,144,6,medium,F,35,1,1,Light
862,B,Ship,3,2,148,2,low,F,58,1.5,1,Light
863,C,Ship,5,4,269,2,medium,M,38,2.8,1,Medium
864,F,Ship,2,3,188,3,medium,F,51,3.2,1,Medium
865,D,Ship,3,4,187,2,high,M,8,3.7,1,Medium
866,F,Ship,6,1,168,5,high,F,65,1.6,1,Light
867,A,Ship,4,1,199,2,low,F,46,3.4,1,Medium
868,B,Ship,4,3,261,3,low,F,10,2.8,1,Medium
869,C,Ship,3,1,218,3,low,M,4,2.3,1,Medium
870,F,Ship,3,1,196,3,low,F,64,2.9,1,Medium
871,D,Ship,4,5,147,3,medium,F,46,1.5,1,Light
872,F,Ship,4,2,208,3,high,M,17,2.8,1,Medium
873,A,Ship,3,1,178,5,low,F,15,1.2,1,Light
